user_id	impression_time	article_ids_inview
U1479813	05/21/2023 09:07:59 PM	N9775402 N9775402 N9772706 N9775419 N9775371 N9771051 N9773947 N9759544 N9774461 N9754160
U1479813	05/21/2023 09:08:30 PM	N9099237 N9099237 N9486080 N9532638 N9774516 N9120051 N9770028 N9775331
U166935	05/22/2023 06:32:19 AM	N9775562 N9775562 N9775577 N9775573 N9775551 N9758424 N9775567
U168638	05/22/2023 06:25:14 AM	N9482380 N9482380 N9775461 N9774595 N9775430 N9754160 N9774733 N9773868 N9775361 N9775402
U168638	05/22/2023 06:23:47 AM	"N7460419 N7460419 N9767490 N9775500 N9773868 N9774733 N9775518 N9775489 N9775484 N9775419
 N9775461 N9758424"
U456623	05/18/2023 07:42:52 PM	N9771691 N9771691 N9771739 N9771796 N9771846 N9771125
U2169267	05/22/2023 06:46:52 PM	"N9775965 N9775965 N9776377 N9773392 N9776394 N9776332 N9695098 N9776190 N9774574 N9776070
 N9776259"
U2169267	05/22/2023 06:44:58 PM	N9776234 N9776234 N9775983 N9776386 N9776332 N9776394 N9773392 N9776322
U2169267	05/22/2023 06:45:49 PM	N9776234 N9776234 N9775983 N9776223 N9776394 N9776332 N9776315 N9773392 N9776322
U651118	05/20/2023 08:18:11 AM	"N9772601 N9772601 N9773307 N9756785 N9772475 N9773296 N9755712 N9773306 N9772300 N9773297
 N9772557 N9773335 N9772629"
U665079	05/20/2023 08:19:30 AM	N9755712 N9755712 N9772601 N9772475 N9769504 N9773307 N9773306 N9756785 N9773290
U665079	05/20/2023 08:17:57 AM	N9765804 N9765804 N9770178 N9773307 N9772475 N9755712 N9772185 N9765618
U665079	05/20/2023 08:15:42 AM	N9772557 N9772557 N9773282 N9773335 N9773297 N9773296
U818399	05/20/2023 09:02:30 PM	N9774096 N9774096 N9772228 N9774079 N9772453 N9774074 N9774120
U935922	05/23/2023 09:56:37 PM	N9759955 N9759955 N9776922 N9778257 N9778139 N9778277 N9695098 N9778310 N9777464
U935922	05/23/2023 09:53:48 PM	N9777464 N9777464 N9761586 N9777307 N9778155 N9778328 N9777941 N9778139 N9777582
U383378	05/22/2023 08:07:51 PM	N9776148 N9776148 N9773297 N9776341 N9769605 N9771995 N9776508 N9776449
U509450	05/23/2023 05:58:51 AM	"N9767490 N9767490 N9776553 N9776148 N9776434 N9776341 N9776583 N9760046 N9776489 N9775763
 N9776688 N9776292 N9774559 N9776560 N9776690 N9776508 N9776544 N9776369 N9776449
 N9771113 N9776049 N9769605 N9776551 N9769624 N9776385"
U509450	05/23/2023 05:57:49 AM	"N9776691 N9776691 N9776071 N9776287 N9776808 N9759955 N9776246 N9776855 N9776570 N9775985
 N9776862 N9776697 N9776497 N9776566 N9776715 N9695098 N7213923 N9776406 N9776870
 N9775804 N9776046"
U516251	05/23/2023 05:56:56 AM	N9776855 N9776855 N9776287 N9776870 N9776566 N9776406 N9776808 N9776246 N9776862 N9776071
U516251	05/23/2023 05:59:25 AM	N9776369 N9776369 N9776449 N9695098 N9220931 N9776690 N9759966 N9771995
U516251	05/23/2023 05:57:16 AM	N9776046 N9776046 N9759955 N9775985 N9776715 N9220931
U591798	05/21/2023 08:01:04 AM	N9774392 N9774392 N9773985 N9774376 N9774363 N9774382
U591798	05/21/2023 08:04:03 AM	N9773857 N9773857 N9774297 N9436758 N9770028 N9482970 N9771996 N9774142 N9773350 N9772545
U591798	05/21/2023 08:05:14 AM	"N9773987 N9773987 N9748106 N9770450 N9771113 N9538375 N9771919 N9773486 N9773846 N9774096
 N9772228 N9774013 N9755800 N9769531 N9774252 N9774074 N9773282 N9773873 N9482970
 N9773465 N9767665 N9773877 N9774065 N9774287 N9769624 N9774125 N9774321 N9746360
 N9765941 N9774079 N9732528 N9774163 N9774187 N9773962 N9774120 N9436758 N9774020
 N9772453 N9773288"
U102984	05/22/2023 07:47:59 PM	N9776438 N9776438 N9776148 N9776040 N9776449 N9769605 N9776489
U110458	05/22/2023 07:58:56 PM	"N9769605 N9769605 N9776508 N9776438 N9776449 N9743870 N9776223 N9776341 N9776040 N9776386
 N9776148 N9776489 N9776050 N7306652"
U110458	05/22/2023 07:57:57 PM	N9776489 N9776489 N9776040 N9776341 N9776508 N9776449 N9776148 N9769605
U113588	05/22/2023 07:16:19 PM	N9776040 N9776040 N9776438 N9776442 N9769605 N9776449
U399574	05/22/2023 08:46:39 PM	N9776449 N9776449 N9776049 N9776434 N9776508 N9776385 N9775763
U364113	05/20/2023 03:21:34 PM	N9773673 N9773673 N9773700 N9773744 N9773711 N9773278
U367419	05/20/2023 03:21:13 PM	N9773493 N9773493 N9772862 N9773364 N9772659 N9759891 N9769624 N9566633 N9772434
U367419	05/20/2023 03:20:08 PM	N9773539 N9773539 N9773574 N9773275 N9773461 N9773612 N9755712
U367419	05/20/2023 03:13:53 PM	N9440508 N9440508 N9772866 N9773697 N9773644 N9773617 N9494434 N9520286 N9514481 N9746810
U367419	05/20/2023 03:17:26 PM	N9746810 N9746810 N9773644 N9773638 N9773539 N9773697 N9772866 N9773574
U373598	05/20/2023 03:39:10 PM	"N9773711 N9773711 N9773278 N9703841 N9773744 N9773700 N9773543 N9773673 N9773644 N9773566
 N9099237 N9142581"
U373598	05/20/2023 03:41:15 PM	N9142581 N9142581 N9703841 N9767697 N9771113 N9773364 N9772862 N9773493 N9772659 N9773341
U373598	05/20/2023 03:40:22 PM	"N9695098 N9695098 N9142581 N9773612 N9755712 N9773617 N9746360 N9773461 N9703841 N9566633
 N9746810 N9773638 N9772434 N9773275 N9767697 N9759891 N9773574 N9769624 N9773539
 N9773727"
U373598	05/20/2023 03:37:58 PM	N9773711 N9773711 N9772557 N9773700 N9773673 N9773744
U383378	05/20/2023 03:56:12 PM	N9773543 N9773543 N9773700 N9773711 N9773644 N9773278 N9773673 N9773768 N9773744
U387363	05/20/2023 03:20:44 PM	N9773644 N9773644 N9773617 N9773697 N9755800 N9773727 N9772866 N9746810
U383378	05/22/2023 05:57:12 PM	N9776190 N9776190 N9775983 N9776394 N9776315 N9776234 N9776322 N9775998 N9743870 N9775965
U469460	05/19/2023 11:57:48 AM	N9772344 N9772344 N9772380 N9772029 N9772389 N9707468 N9772443
U476688	05/19/2023 11:01:02 AM	N9772442 N9772442 N9772302 N9772227 N9772366 N9772284 N9772407
U477103	05/19/2023 11:42:15 AM	"N9771627 N9771627 N9772302 N9772050 N9772389 N9772407 N9772344 N9772227 N9772433 N9772442
 N9772328 N9772363 N9761859 N9772366 N9772279 N9772284"
U486549	05/19/2023 06:24:22 PM	N9772925 N9772925 N9772502 N9772772 N9772923 N9771859
U620068	05/19/2023 05:22:17 PM	N9772869 N9772869 N9772830 N9772923 N9772925 N9772873 N9772241 N9772668 N9772813
U630603	05/19/2023 05:40:57 PM	N9772660 N9772660 N9772099 N9772882 N9772805 N9772768 N9772448 N9772557 N9769624 N9772858
U630603	05/19/2023 05:40:14 PM	N9772869 N9772869 N9772813 N9772668 N9772241 N9772830
U636692	05/19/2023 05:15:30 PM	"N9772448 N9772448 N9772241 N9772923 N9772805 N9772858 N9772668 N9772882 N9769624 N9772830
 N9772869 N9772925 N9772813 N9772768 N9772750"
U642707	05/19/2023 05:49:26 PM	"N9772813 N9772813 N9417521 N9772805 N9772882 N9440508 N9772830 N9772858 N9553264 N9772750
 N9557348 N9772557"
U646661	05/19/2023 05:07:59 PM	N9772925 N9772925 N9772869 N9772923 N9772668 N9772813
U980498	05/23/2023 12:12:55 PM	N9777406 N9777406 N9776710 N9777520 N9777190 N9777475 N9775908 N9777320
U980498	05/23/2023 12:15:18 PM	N9777299 N9777299 N9759955 N9535187 N9777308 N7213923 N9142564 N9486080
U980498	05/23/2023 12:21:48 PM	"N9774944 N9774944 N9777393 N9776851 N9777075 N9776046 N9776287 N9777233 N9776406 N9776968
 N9777374 N9777000 N9776697 N9776929 N9776864 N9776808"
U615468	05/25/2023 05:01:21 AM	N9779577 N9779577 N9780096 N9779263 N9780039 N9780019
U615468	05/25/2023 05:00:23 AM	"N9777397 N9777397 N9777769 N9779891 N9627810 N9779045 N9779657 N9759966 N9779747 N9776420
 N9777822 N9779417 N9737393 N9779541 N9779873 N9772227 N9772710 N9779797 N9779517
 N9779705 N9678305 N9779748 N9778155 N9779423 N9771113 N9772548 N9777910 N9779737
 N9759544 N9779723 N9779738"
U615468	05/25/2023 05:00:01 AM	"N9777955 N9777955 N9779860 N9779813 N9777156 N9772548 N9779430 N9779996 N9777397 N9776968
 N9776918 N9695098 N9778902 N9779956 N9779867 N9778939 N9778971 N9779648 N9778198"
U620068	05/25/2023 05:17:36 AM	"N9779263 N9779263 N9779427 N9779577 N9780193 N9780096 N9774352 N9780181 N9779860 N9766434
 N9779648"
U194623	05/18/2023 03:52:42 PM	N9771151 N9771151 N9771224 N9771333 N9770283 N9771579
U197756	05/18/2023 03:17:07 PM	N9771224 N9771224 N9771151 N9771333 N9771554 N9771572 N9771351
U1602329	05/23/2023 01:55:40 PM	"N9775908 N9775908 N9777565 N9777319 N9777704 N9777190 N9777320 N9777804 N9777768 N9777648
 N9777374 N9777520 N9777529 N9776710 N9777693 N9776420 N7306652"
U239513	05/23/2023 05:36:41 PM	"N9778028 N9778028 N9777693 N9778035 N9777505 N9777565 N9778074 N9778007 N9759955 N9777804
 N9778192 N9777768 N9777319 N9777992 N9777470 N9778004 N9777750 N9775846 N9777296
 N9749014 N9777955 N9776337 N9695098 N9776292 N9778052 N9775596 N9777292 N9778216
 N9778110"
U244367	05/23/2023 05:49:35 PM	N9777470 N9777470 N9777364 N9777750 N9775596 N9778198 N9777767
U244367	05/23/2023 05:52:08 PM	"N9778110 N9778110 N9778007 N9778216 N9778028 N9310988 N9486080 N9775846 N9535187 N9268227
 N9776420"
U244367	05/23/2023 05:48:24 PM	N9777364 N9777364 N9777296 N9777750 N9778198 N9776337 N9778192 N9775596 N9777470
U244367	05/23/2023 05:44:19 PM	N9775596 N9775596 N9778198 N9777364 N9777767 N9777750
U244367	05/23/2023 05:51:14 PM	"N9310988 N9310988 N9777364 N9777296 N9776337 N9268227 N9778192 N9777750 N9777767 N9775596
 N9778198 N9535187 N9777470 N9486080"
U244367	05/23/2023 05:53:47 PM	"N9552181 N9552181 N9778052 N9486080 N9778198 N9776337 N9759955 N9777364 N9775846 N9778168
 N9430567 N9778216 N9778192 N9777750 N9778007 N9775568 N9777992 N9777767 N9776420
 N9775323 N9778035 N9514481 N9777470 N9774923 N9778028 N9778110 N9776070"
U249788	05/23/2023 05:20:10 PM	N9203696 N9203696 N9777992 N9776337 N9778007 N9776420
U249788	05/23/2023 05:23:11 PM	N9778052 N9778052 N9778035 N9778074 N9777505 N9203696
U249788	05/23/2023 05:24:35 PM	N9203696 N9203696 N9778063 N9695098 N9777565 N9776449 N9777292
U365013	05/23/2023 07:51:04 AM	"N9776808 N9776808 N9277339 N9776046 N9759955 N9776071 N9775713 N9777005 N9776870 N9776968
 N9272340 N9776715 N9776917 N9268227 N9775985 N9776292 N7213923 N9695098 N9776855
 N9776406 N9776882 N9776851 N9776246 N9775708 N9776566 N9776916"
U365013	05/23/2023 07:48:58 AM	N9776882 N9776882 N9683591 N9776916 N9690190 N9684309 N9775713 N9771996 N9776917
U365013	05/23/2023 07:50:52 AM	N9776855 N9776855 N9142564 N7306652 N9771996 N9683591 N9272340 N9684309 N9690190 N9135506
U1020886	05/18/2023 04:17:33 PM	N9765759 N9765759 N9771626 N9771576 N9771151 N9771351 N9767470 N9771168
U1034510	05/18/2023 04:31:13 PM	N9747757 N9747757 N9771325 N9770029 N9770369 N9767903 N9769996 N9771330
U1034510	05/18/2023 04:26:53 PM	N9769432 N9769432 N9771224 N9770283 N9771579 N9771554
U1034510	05/18/2023 04:28:59 PM	"N9771438 N9771438 N9769917 N9767765 N9771350 N9768802 N9769769 N9771479 N9771523 N9768308
 N9767447 N9695098 N9771352 N9746360 N9769712 N9768820"
U1034510	05/18/2023 04:25:34 PM	N9770283 N9770283 N9533957 N9771151 N9470078 N9440347 N9771224 N9771113 N9417521
U1034510	05/18/2023 04:28:01 PM	N9771554 N9771554 N9771572 N9769432 N9769474 N9771352 N9771479
U1259188	05/18/2023 10:55:47 AM	"N9420172 N9420172 N9771126 N9767697 N9771128 N9769917 N9534036 N9771253 N9440347 N9770792
 N9440508"
U1614920	05/23/2023 01:13:56 PM	N9777529 N9777529 N9777693 N9777374 N9777704 N9777648 N9777768
U1542939	05/18/2023 09:00:58 AM	"N9770792 N9770792 N9770886 N9527795 N9769762 N9770729 N9769306 N9767697 N9440508 N9771083
 N9769917"
U1029687	05/19/2023 08:34:33 AM	"N9772047 N9772047 N9758825 N9771627 N9772088 N9772045 N9772032 N9772038 N9770515 N9772115
 N9772168 N9772185"
U1029687	05/19/2023 08:34:58 AM	"N9772104 N9772104 N9767909 N9771568 N9746360 N9769341 N9771473 N9772082 N9772095 N9695098
 N9767697"
U1565534	05/18/2023 09:57:23 AM	N9771242 N9771242 N9769762 N9771126 N9771253 N9771166 N9770792 N9771065
U2053999	05/19/2023 09:14:09 PM	"N9769624 N9769624 N9019947 N9771248 N9407487 N9773045 N9391394 N9532638 N9773078 N9773018
 N9772710 N9772485"
U818077	05/21/2023 01:54:53 PM	"N9774015 N9774015 N9774789 N5986757 N9738729 N9774383 N9774532 N9772957 N9774403 N9774527
 N9769581 N9774706 N9774764 N9774708 N9770028 N9774404 N9774618 N9774626"
U818077	05/21/2023 01:54:00 PM	"N9774706 N9774706 N9757574 N9774626 N9770028 N9774708 N9772957 N9774764 N9774618 N5986757
 N9774403 N9774532 N9774015 N9774404"
U815272	05/21/2023 06:04:40 PM	N9744403 N9744403 N9775183 N9775076 N9774648 N9774826 N9775142 N9775079
U1071529	05/23/2023 05:28:31 AM	N9776406 N9776406 N9776855 N9776715 N9776246 N9776046 N9776071 N9776808 N9776497 N9776566
U1418574	05/20/2023 02:54:40 PM	"N9759891 N9759891 N9773461 N9773574 N9771919 N9767697 N9773700 N9695098 N9772866 N9773275
 N9566633 N9773539 N9773543 N9746810 N9773697 N9772434 N9773612 N9773644 N9142581
 N9755712 N9755800 N9773638 N9746360"
U621402	05/22/2023 07:16:26 PM	N9695098 N9695098 N9776259 N9775965 N9774840 N9776377 N9775998 N9767490 N9084355 N9776190
U621402	05/22/2023 07:14:43 PM	N9775983 N9775983 N9776322 N9084355 N9773392 N9776315 N9776234
U1047632	05/21/2023 04:24:10 PM	N9738729 N9738729 N9774554 N9757574 N9774789 N9771992 N9774764
U1047632	05/21/2023 04:23:29 PM	"N9080070 N9080070 N9508202 N9774542 N9774554 N9774358 N9769557 N9770028 N9462935 N9775003
 N9757574 N9774840 N9774764 N9771992 N9774532 N9186608 N9738729"
U1047632	05/21/2023 04:23:54 PM	N9774937 N9774937 N9775003 N9774358 N9757574 N9772957 N9738729 N9774840
U1269670	05/20/2023 08:51:03 AM	N9575236 N9575236 N9773295 N9514481 N9773307 N9772475
U1269670	05/20/2023 08:50:37 AM	N9755712 N9755712 N9772300 N9773297 N9773282 N9772629 N9575236 N9514481
U1269670	05/20/2023 08:49:39 AM	N9773296 N9773296 N9773356 N9753689 N9772557 N9772862 N9773341 N9773335 N9772601
U1280135	05/20/2023 08:23:38 AM	N9767697 N9767697 N9494434 N9771113 N9771919 N9486486 N9769306 N9345280 N9770369 N9440508
U1280135	05/20/2023 08:26:15 AM	"N9440508 N9440508 N9772963 N9747803 N9773070 N9761859 N9486486 N9772343 N9773018 N9494434
 N9773045 N9763188 N9771113 N9345280 N9772772 N9773014 N9767697 N9772502 N9773102
 N9771248 N9772557 N9770369 N9773078 N9769917 N9771919 N9769306"
U1280135	05/20/2023 08:24:19 AM	"N9486486 N9486486 N9772485 N9345280 N9771919 N9770369 N9769306 N9773084 N9494434 N9440508
 N9767697"
U1280135	05/20/2023 08:19:12 AM	"N9773210 N9773210 N9773248 N9345280 N9440508 N9773172 N9772635 N9771919 N9773228 N9494434
 N9767697 N9770369 N9772710 N9773292 N9772659 N9769624 N9770102 N9486486 N9769504
 N9769306 N9770045 N9773137"
U1280135	05/20/2023 08:27:30 AM	"N9494434 N9494434 N9770515 N9771113 N9738868 N9754265 N9772923 N9747803 N9769917 N9771919
 N9768242 N9763188 N9759717 N9770369 N9440508 N9770045 N9772925 N9685856 N9769306
 N9768308 N9345280 N9767697 N9486486 N9770082"
U1280135	05/20/2023 08:18:04 AM	N9486486 N9486486 N9440508 N9345280 N9773290 N9494434
U1280135	05/20/2023 08:16:42 AM	N9756785 N9756785 N9755712 N9773306 N9486486 N9440508 N9773307 N9494434 N9345280 N9772475
U1282386	05/20/2023 08:45:24 AM	"N9772601 N9772601 N9773282 N9772862 N9773295 N9773356 N9772629 N9773341 N9773335 N9772300
 N9753689 N9773296 N9772557 N9773297"
U1978399	05/18/2023 10:57:45 AM	"N9769575 N9769575 N9769457 N9769553 N9770989 N9763284 N9728166 N9770741 N9768467 N9769917
 N9698639 N9698104 N9770594 N9769650 N9770538"
U1978399	05/18/2023 10:49:21 AM	N9528571 N9528571 N9440508 N9532638 N9492468 N9769917
U1978399	05/18/2023 10:51:43 AM	"N9770037 N9770037 N9769414 N9771128 N9769306 N9111840 N9770729 N9727087 N9767697 N9771083
 N9766140 N9511021 N9769909 N9770886 N9462424 N9770030 N9695098 N9746360 N9770997
 N9527795 N9233208 N9735909 N9747757 N9720068"
U2473314	05/18/2023 04:00:27 PM	"N9771113 N9771113 N9771576 N9769432 N9771151 N9771224 N9771333 N9765759 N9770283 N9771168
 N9771626 N9771554 N9771351 N9486080"
U2473314	05/18/2023 04:10:39 PM	"N9771479 N9771479 N9771151 N9771168 N9771352 N9769432 N9765759 N9771235 N9771626 N9769474
 N9695098 N9769917 N9771113 N9771333 N9770283 N9746360 N9771576 N9771351 N9768387
 N9771554 N9771523 N9771579 N9771224 N9771572 N9440508"
U2473314	05/18/2023 04:12:55 PM	N9771126 N9771126 N9440508 N9771242 N9767637 N9768387
U1246374	05/22/2023 08:04:37 AM	N9775621 N9775621 N9775647 N9775611 N9774541 N9774549 N9771197
U790962	05/21/2023 07:04:49 AM	N9774079 N9774079 N9773846 N9772453 N9767665 N9769624 N9765941
U790962	05/21/2023 07:08:30 AM	"N9773877 N9773877 N9773470 N9773900 N9747803 N9769917 N9773962 N9773852 N9732528 N9774017
 N9773279 N9771009 N9771113 N9773943"
U790962	05/21/2023 07:05:37 AM	N9770450 N9770450 N9774125 N9774120 N9772228 N9774020 N9774096 N9774163 N9538375
U802669	05/21/2023 07:54:47 AM	"N9773341 N9773341 N9769624 N9770450 N9774125 N9772453 N9774163 N9774079 N9774287 N9774120
 N9772601 N9772300 N9538375 N9767665 N9774020 N9773846 N9773673"
U802669	05/21/2023 07:54:20 AM	"N9772300 N9772300 N9774074 N9746360 N9773673 N9773341 N9769531 N9774321 N9695098 N9772601
 N9765941"
U802669	05/21/2023 07:55:16 AM	N9773673 N9773673 N9773341 N9772601 N9772228 N9772300
U802669	05/21/2023 07:53:59 AM	N9773857 N9773857 N9774187 N9771996 N9774252 N9774297
U802669	05/21/2023 07:56:43 AM	N9772601 N9772601 N9773341 N9773673 N9772300 N9773486
U802669	05/21/2023 07:56:20 AM	N9773673 N9773673 N9772300 N9773341 N9773465 N9772601 N9774096 N9773288
U802669	05/21/2023 07:53:26 AM	N9772545 N9772545 N9774142 N9773887 N9773350 N9770028
U806521	05/21/2023 07:04:38 AM	"N9774142 N9774142 N9773857 N9769531 N8315213 N9774187 N9080070 N6741781 N9772545 N9774352
 N9771996 N9774321 N9774252 N9774074 N7306652 N9774297 N9770028 N9773887"
U1072326	05/22/2023 05:26:07 PM	N9776234 N9776234 N9775965 N9776190 N9775983 N9775998 N9776315 N9776322
U1072326	05/22/2023 05:26:20 PM	N9776377 N9776377 N9514481 N7306652 N9774574 N9776191 N9776332 N9776259 N9776303 N9776238
U744596	05/21/2023 05:57:54 AM	N9186608 N9186608 N9774013 N8315213 N9773987 N7306652 N9773486 N9440508 N9773288
U744596	05/21/2023 05:52:09 AM	N8315213 N8315213 N9186608 N9774074 N7306652 N9440508
U744596	05/21/2023 05:51:51 AM	N9186608 N9186608 N9440508 N9770028 N9774321 N7306652 N8315213
U744596	05/21/2023 05:58:21 AM	"N9773900 N9773900 N9773279 N9773873 N7306652 N9186608 N9773962 N8315213 N9773877 N9440508
 N9538375 N9774065"
U744596	05/21/2023 05:54:58 AM	N8315213 N8315213 N9440508 N9186608 N7306652 N9765941
U744596	05/21/2023 05:55:28 AM	N9186608 N9186608 N9774163 N9769624 N9440508 N7306652 N8315213
U744596	05/21/2023 05:53:17 AM	N9440508 N9440508 N8315213 N9186608 N7306652 N9774079
U744596	05/21/2023 05:55:07 AM	N9746360 N9746360 N9774125 N9774163 N9770450 N9695098 N9440508 N8315213 N7306652 N9186608
U744596	05/21/2023 05:53:41 AM	N9772453 N9772453 N9767665 N9440508 N7306652 N9186608 N8315213 N9774120 N9774287
U744596	05/21/2023 05:55:44 AM	N8315213 N8315213 N9440508 N9186608 N9772228 N9774096 N7306652 N9773465 N9755800
U744596	05/21/2023 05:59:21 AM	N9773852 N9773852 N9440508 N7306652 N9773943 N9186608 N8315213
U760446	05/21/2023 05:54:55 AM	"N9774079 N9774079 N9774287 N9770028 N9765941 N9774074 N9774321 N9770450 N9767665 N8882254
 N9774120 N9772453"
U760446	05/19/2023 05:43:00 AM	N9771113 N9771113 N9769348 N9771938 N9761926 N9771855 N9770292
U760446	05/19/2023 05:42:13 AM	N7213923 N7213923 N9771916 N9771187 N9771113 N9771119 N9771919 N9771627 N9771948 N9771787
U760446	05/19/2023 05:44:22 AM	N9769370 N9769370 N9695098 N9766721 N9771896 N9769306 N9746360
U764274	05/19/2023 05:41:19 AM	N9771787 N9771787 N9772000 N9771127 N9772026 N9771919
U765092	05/21/2023 05:39:11 AM	N9772453 N9772453 N7306652 N8518990 N9482970 N9186608
U765092	05/21/2023 05:41:03 AM	N7306652 N7306652 N8518990 N9482970 N9186608 N9765941
U765092	05/21/2023 05:38:07 AM	N7306652 N7306652 N9774321 N9482970 N9186608 N9774074 N8518990
U765092	05/21/2023 05:41:11 AM	N7306652 N7306652 N9482970 N8518990 N9770450 N9186608
U765092	05/21/2023 05:38:57 AM	N9774079 N9774079 N9186608 N7306652 N8518990 N9482970 N9767665
U765092	05/21/2023 05:37:26 AM	N9770028 N9770028 N9774187 N9774321 N9186608 N8518990 N9773846 N9482970 N9774252 N7306652
U765092	05/21/2023 05:39:44 AM	N9186608 N9186608 N9482970 N9774287 N7306652 N8518990 N9774120
U768249	05/21/2023 05:33:09 AM	"N9773877 N9773877 N9773873 N9774013 N9774065 N9774020 N9773486 N9773987 N9773288 N9773962
 N9773900"
U768249	05/21/2023 05:22:54 AM	N9772659 N9772659 N9774096 N9771151 N9773465 N9773539 N9771896
U768249	05/21/2023 05:19:32 AM	"N9772228 N9772228 N9765941 N9695098 N9771151 N9774163 N9772659 N9774125 N9772772 N9746360
 N9769504"
U768249	05/21/2023 05:13:18 AM	"N9773350 N9773350 N9520286 N9767665 N9772453 N9514481 N9440508 N9774287 N9773857 N9774187
 N9774074 N9142581 N7420751 N9770028 N9774252 N9771996 N9774079 N9773846"
U768249	05/21/2023 05:17:12 AM	N9765941 N9765941 N9774163 N9772453 N9770450 N9774125 N9774120
U768249	05/21/2023 05:27:03 AM	N9769624 N9769624 N9773873 N9774065 N9773486 N9773962 N9755800 N9773288
U768249	05/19/2023 05:19:43 AM	N9440508 N9440508 N9771919 N9771119 N9489015 N9771627 N9417521 N9771187 N9771916 N9097165
U768249	05/19/2023 05:37:17 AM	N9771888 N9771888 N9771846 N9771796 N9771125 N9771842
U768249	05/19/2023 05:34:11 AM	"N9746360 N9746360 N9695098 N9771796 N9769370 N9771333 N9767765 N9767604 N9770029 N9771888
 N9769474 N9771846 N9769341"
U768249	05/19/2023 05:17:36 AM	N9771919 N9771919 N9771119 N9771948 N9771127 N9771187
U768249	05/19/2023 05:26:07 AM	N9771938 N9771938 N9771896 N9770292 N9769348 N9769370 N9771113 N9771855 N9761926
U768249	05/19/2023 05:38:51 AM	N9771125 N9771125 N9771846 N9771842 N9771796 N9771888
U768249	05/19/2023 05:26:40 AM	N9742172 N9742172 N9740324 N9770328 N9771758 N9742173 N9711985 N9769917
U768249	05/19/2023 05:45:00 AM	N9627594 N9627594 N9734062 N9633320 N9771686 N9771168 N9771121 N9771113 N9771775
U768249	05/19/2023 05:42:38 AM	"N9771691 N9771691 N9771758 N9769424 N9767481 N9771779 N9770082 N9771124 N9771903 N9768308
 N9771686 N9771869 N9769917"
U886722	05/21/2023 10:31:48 AM	N9771333 N9771333 N9774404 N9774527 N9774032 N9774568 N9768377
U886722	05/21/2023 10:33:39 AM	N9770028 N9770028 N9142581 N9774383 N9773464 N9773985 N9774506 N9760091 N7213923
U886722	05/21/2023 10:35:44 AM	N9774252 N9774252 N7213923 N9772601 N9773857 N9773341 N9142581
U886722	05/21/2023 10:35:57 AM	"N9773341 N9773341 N9767665 N9774074 N9769531 N9774079 N9774321 N9772601 N9773846 N9772453
 N7213923 N9142581"
U886722	05/21/2023 10:32:50 AM	N9774568 N9774568 N9773003 N9774404 N9774430 N9774527 N9774032
U886722	05/21/2023 10:34:56 AM	"N9774376 N9774376 N9765941 N9768043 N9538375 N9773341 N9774020 N9774382 N9774517 N9773857
 N9774187 N9774229 N9695098 N9772545 N7213923 N9772601 N9738729 N9774363 N9142581
 N9746360 N9771996 N9769624 N9774392 N9773350 N9774297 N9774142 N9774352"
U583610	05/18/2023 01:36:06 PM	"N9771065 N9771065 N9771460 N9767903 N9766441 N9771351 N9771330 N9771166 N9695098 N9769712
 N9769497 N9771237 N9771223 N9770451 N9771254 N9771438 N9769917 N9769769 N9769996
 N9771352 N9771126 N9770029 N9770369 N9771325 N9771242 N9747757 N9771253 N9746360
 N9768308"
U600178	05/18/2023 01:46:49 PM	"N9771254 N9771254 N9767903 N9771253 N9695098 N9220931 N9771242 N9769917 N9747757 N9768308
 N9771351 N9769996 N9771237 N9769497 N9767751 N9771330 N9746360 N9766441 N9770451
 N9771126 N9770029 N9770369"
U600178	05/18/2023 01:48:45 PM	N9771083 N9771083 N9728166 N9767751 N9769306 N9771042 N9220931
U1095429	05/19/2023 10:51:08 AM	N9771627 N9771627 N9772263 N9770051 N9772168 N9771113 N9772219 N9772256
U1095429	05/19/2023 10:56:05 AM	"N9766721 N9766721 N9771919 N9769474 N9772082 N9772032 N9772000 N9769917 N9771473 N9772095
 N9758825 N9772045 N9768308 N9772104 N9771127 N9767909 N9771554 N9769559"
U1095429	05/19/2023 10:50:45 AM	N9771627 N9771627 N9772256 N9417521 N9772168 N9770051
U1095429	05/19/2023 10:53:43 AM	N9772115 N9772115 N9769341 N9772038 N9772047 N9772185 N9772088 N9771568
U1095429	05/19/2023 10:52:44 AM	N9769306 N9769306 N9772221 N9772092 N9761859 N9746360 N9770515 N9695098
U1095429	05/19/2023 10:54:35 AM	N9772088 N9772088 N9771554 N9772047 N9758825 N9772032
U1106100	05/19/2023 10:59:45 AM	N7213923 N7213923 N9432542 N9771627 N9770051 N9099237 N8422665
U1104073	05/19/2023 05:23:07 PM	N9772923 N9772923 N9772830 N9659345 N9772241 N9772925 N9772813
U1104073	05/19/2023 05:22:07 PM	N9680396 N9680396 N9772858 N9772241 N9772830 N9772925 N9772668 N9772813
U1105810	05/25/2023 05:14:44 AM	N9779648 N9779648 N9779860 N9780039 N9779777 N9780019 N9776967 N9780020 N9779867 N9779427
U757408	05/23/2023 01:24:07 PM	N9777648 N9777648 N9777190 N9777529 N9777693 N9777704 N9777319 N9777768
